date,day,year,mo,da,temp,dewp,slp,stp,visib,wdsp,mxpsd,max,min,prcp,sndp,fog,total_crimes,alcohol,arson,assault_etc,disorderly_conduct,drugs,fraud_etc,gambling,kidnap,murders,negligent_deaths,sex_offenses,theft_etc,trespass,vandalism,weapon,cha,commercial_non_vehicular,commercial_vehicular,cta,gov_public_building,gov_public_outdoor,residential
2015-03-08,7,2015,03,08,37.1,28.2,1022.0,998.6,10.0,6.7,11.1,46.0,26.1,0.0,1.2,0,625,1,1,175,8,90,15,1,1,2,,8,190,22,59,9,4,94,1,4,20,262,214
2015-03-09,1,2015,03,09,40.0,27.1,1021.9,998.6,10.0,4.7,7.0,52.0,28.0,0.0,1.2,0,726,,2,194,11,73,62,1,,4,,14,212,15,63,10,2,87,,13,51,296,245
2015-03-10,2,2015,03,10,43.9,38.1,1017.6,994.7,4.6,6.2,12.0,54.0,28.0,0.0,999.9,1,754,,1,184,11,88,67,1,,,,14,211,17,81,11,9,93,3,11,40,303,271
2015-03-11,3,2015,03,11,44.7,34.4,1022.5,999.4,6.5,6.5,12.0,54.0,36.0,0.0,999.9,1,746,,3,178,10,71,66,,,,,17,234,25,67,9,3,107,4,17,54,307,216
2015-03-12,4,2015,03,12,44.9,27.7,1031.6,1008.3,10.0,6.5,14.0,57.9,33.1,0.0,999.9,0,752,,2,208,11,76,47,2,,,,16,223,24,65,9,3,97,1,12,52,296,253
2015-03-13,5,2015,03,13,50.6,31.5,1023.5,1000.6,10.0,6.3,9.9,64.9,33.1,0.0,999.9,0,814,2,1,203,14,92,52,,2,,,10,256,22,86,19,9,86,2,10,57,356,266
2015-03-14,6,2015,03,14,52.5,38.6,1016.6,994.1,9.7,8.2,15.0,64.9,41.0,0.0,999.9,0,798,9,1,221,9,79,33,1,2,,,15,231,14,113,11,4,110,6,12,13,350,269
2015-03-15,7,2015,03,15,47.6,33.3,1022.3,999.4,10.0,6.7,15.0,64.0,34.0,0.0,999.9,0,779,1,3,237,11,57,40,2,,4,,8,232,9,102,15,7,82,4,4,18,307,326
2015-03-16,1,2015,03,16,61.3,39.0,1013.3,991.0,10.0,11.7,18.1,73.9,51.1,0.0,999.9,0,779,,2,210,11,82,49,4,,2,,11,235,19,78,12,6,76,2,17,53,337,256
2015-03-17,2,2015,03,17,44.1,25.4,1022.2,998.8,10.0,15.0,24.1,73.9,36.0,0.0,999.9,0,692,,,187,5,98,34,1,1,,,7,205,17,82,5,4,65,3,9,60,290,237
2015-03-18,3,2015,03,18,38.8,14.2,1027.5,1004.0,10.0,4.3,9.9,50.0,30.0,0.0,999.9,0,690,2,5,182,9,80,51,1,,,,13,205,16,59,12,2,92,1,10,49,262,228
2015-03-19,4,2015,03,19,44.4,16.9,1024.3,1001.1,10.0,7.4,13.0,50.0,30.0,0.0,999.9,0,717,,3,196,10,74,29,,1,4,,11,227,30,89,9,2,86,2,7,58,298,235
2015-03-20,5,2015,03,20,44.0,33.1,1019.4,996.5,9.3,7.8,13.0,52.0,39.0,0.0,999.9,0,777,,,196,11,81,53,1,2,1,,17,224,24,102,16,5,80,3,9,46,342,252
2015-03-21,6,2015,03,21,43.0,34.9,1019.4,996.2,8.1,11.4,17.1,52.0,37.9,0.0,999.9,0,689,1,3,172,6,79,30,2,,1,,13,205,14,90,19,3,72,3,10,19,287,265
2015-03-22,7,2015,03,22,34.8,22.1,1025.8,1002.3,9.8,10.0,15.0,50.0,30.9,0.0,999.9,0,656,1,,181,4,65,29,1,2,3,,4,206,23,83,9,5,80,1,4,8,295,239
2015-03-23,1,2015,03,23,31.4,25.2,1025.7,1001.9,6.6,11.5,17.1,37.0,30.0,0.07,3.1,1,592,,1,156,5,54,41,1,1,,,11,196,15,47,6,2,65,5,5,53,195,226
2015-03-24,2,2015,03,24,32.4,21.6,1025.4,1001.7,9.9,9.1,15.0,39.0,25.0,0.08,2.0,0,639,1,1,140,7,96,47,,,1,,6,206,18,53,10,3,62,2,8,51,252,220
2015-03-25,3,2015,03,25,40.7,34.3,1015.2,991.2,7.0,11.0,17.1,43.0,25.0,0.17,999.9,0,724,2,,180,12,91,55,,,1,,11,203,23,78,11,5,84,1,10,53,297,241
2015-03-26,4,2015,03,26,39.7,28.4,1016.2,993.2,9.7,8.1,13.0,46.0,35.1,0.13,999.9,0,684,1,1,175,6,83,36,,1,1,,19,205,22,80,9,1,84,,12,39,281,242
2015-03-27,5,2015,03,27,30.8,16.8,1021.0,997.3,8.3,12.1,17.1,46.0,25.0,0.01,1.2,0,725,2,1,159,5,89,55,1,2,1,,13,231,25,76,8,3,105,2,8,33,278,264
2015-03-28,6,2015,03,28,29.2,10.7,1026.6,1002.6,10.0,6.2,12.0,37.0,21.0,0.0,999.9,0,657,3,4,175,10,70,33,1,3,1,,10,202,18,69,12,10,97,3,8,8,280,226
2015-03-29,7,2015,03,29,34.9,19.8,1019.9,996.3,10.0,12.4,22.0,48.9,21.0,0.0,999.9,0,619,1,,169,2,78,32,,1,1,,3,186,18,70,11,3,75,3,11,10,235,258
2015-03-30,1,2015,03,30,49.1,31.0,1015.5,992.6,10.0,9.0,20.0,64.0,28.0,0.04,999.9,0,719,,,169,4,76,58,2,1,1,,4,228,21,75,15,2,72,2,9,35,297,271
2015-03-31,2,2015,03,31,50.1,35.7,1010.9,988.7,9.2,9.4,18.1,64.0,37.0,0.0,999.9,0,693,,1,190,8,58,39,1,1,2,,11,206,19,66,13,8,54,3,9,39,288,259
2015-04-01,3,2015,04,01,55.9,36.2,1015.4,992.8,10.0,8.5,18.1,73.9,41.0,0.0,999.9,0,929,2,2,222,13,71,120,2,1,1,,31,276,18,82,14,5,77,4,9,59,336,379
2015-04-02,4,2015,04,02,60.6,43.2,1008.0,985.3,9.5,11.0,15.0,73.9,41.0,0.02,999.9,0,794,1,2,201,8,92,54,,1,3,,22,250,20,75,9,12,92,,10,50,325,271
2015-04-03,5,2015,04,03,52.0,31.8,1012.6,990.2,10.0,8.9,17.1,68.0,39.0,0.25,999.9,0,710,,1,173,4,87,43,1,1,3,,12,221,27,77,11,4,94,2,7,12,290,272
2015-04-04,6,2015,04,04,42.9,24.1,1023.4,1000.2,10.0,10.7,19.0,61.0,30.9,0.0,999.9,0,694,3,2,185,6,71,41,,2,2,,11,203,9,85,10,6,95,2,6,11,273,271
2015-04-05,7,2015,04,05,56.3,23.8,1018.3,995.8,10.0,10.3,15.9,68.0,48.0,0.0,999.9,0,673,2,2,219,6,54,27,4,,,,8,195,14,85,5,2,72,1,13,13,289,262
2015-04-06,1,2015,04,06,55.0,33.2,1015.7,993.4,10.0,6.3,11.1,69.1,46.9,0.0,999.9,0,676,,2,159,4,76,45,3,1,,,7,216,13,80,13,2,79,,12,14,289,251
2015-04-07,2,2015,04,07,43.6,39.0,1018.1,995.1,5.1,10.5,15.0,46.9,41.0,0.11,999.9,0,603,1,,108,8,72,49,,1,,,6,217,11,67,8,3,71,1,9,17,231,235
2015-04-08,3,2015,04,08,47.2,44.2,1014.9,992.2,3.2,7.6,13.0,54.0,39.9,0.04,999.9,1,679,1,1,136,2,77,47,1,4,3,,11,229,21,78,7,7,71,3,17,13,289,240
2015-04-09,4,2015,04,09,54.6,51.3,1006.8,985.4,4.3,9.1,17.1,73.9,43.0,0.21,999.9,0,648,,2,144,7,69,43,3,,,,11,195,22,80,5,4,79,,12,23,260,240
2015-04-10,5,2015,04,10,54.5,41.6,1007.1,984.6,9.8,19.2,29.9,73.9,42.1,0.82,999.9,0,714,2,,146,8,72,68,2,,1,,8,214,14,113,12,4,100,1,10,8,287,265
2015-04-11,6,2015,04,11,50.5,33.7,1022.6,999.8,10.0,7.2,14.0,64.9,39.0,0.0,999.9,0,720,1,,193,9,76,35,,1,1,,7,204,20,98,12,8,81,3,8,16,306,265
2015-04-12,7,2015,04,12,58.8,32.1,1019.8,997.4,10.0,8.0,17.1,71.1,39.0,0.0,999.9,0,773,,2,229,10,70,34,3,,,,11,215,28,95,16,7,76,1,7,14,340,298
2015-04-13,1,2015,04,13,63.3,40.4,1014.4,992.4,9.8,10.5,18.1,71.1,46.9,0.11,999.9,0,735,,2,188,9,62,69,,1,,,6,228,13,83,7,4,102,2,10,32,252,301
2015-04-14,2,2015,04,14,58.2,24.9,1023.0,1000.6,10.0,5.1,8.9,69.1,46.0,0.03,999.9,0,767,1,,207,14,76,50,2,,,,11,226,22,93,12,3,86,1,6,39,309,281
2015-04-15,3,2015,04,15,56.0,26.8,1023.8,1001.3,10.0,9.6,18.1,66.9,44.1,0.0,999.9,0,802,1,2,187,5,63,95,2,,2,,12,244,14,94,12,8,73,,10,21,328,321
2015-04-16,4,2015,04,16,54.8,37.9,1019.9,997.5,8.8,7.1,11.1,66.9,44.1,0.34,999.9,0,688,1,,180,7,77,39,,,,,16,201,26,82,8,4,82,2,14,35,263,267
2015-04-17,5,2015,04,17,62.4,45.9,1017.9,995.6,9.1,3.8,8.0,80.1,46.9,0.0,999.9,0,785,2,1,195,7,83,54,2,,,,18,256,20,87,11,4,103,,10,32,341,261
2015-04-18,6,2015,04,18,62.3,43.8,1016.5,994.5,10.0,7.4,18.1,80.1,48.9,0.0,999.9,0,769,2,3,200,7,78,38,,,2,,18,248,19,96,8,8,118,,10,11,322,260
2015-04-19,7,2015,04,19,57.5,38.3,1009.6,986.6,9.4,8.7,14.0,69.1,50.0,0.0,999.9,0,703,1,1,201,6,70,20,1,,3,,10,230,26,74,9,3,89,3,15,7,285,281
2015-04-20,1,2015,04,20,50.8,44.9,995.1,972.3,7.0,14.1,22.0,69.1,46.9,0.42,999.9,0,743,1,4,180,5,83,59,,,2,,13,254,17,61,9,2,85,3,17,48,259,294
2015-04-21,2,2015,04,21,47.6,29.3,1003.5,981.0,10.0,16.2,27.0,57.9,41.0,0.0,999.9,0,663,1,1,152,4,74,42,,,3,,6,229,17,59,14,3,68,1,11,54,264,228
2015-04-22,3,2015,04,22,42.2,23.6,1008.5,985.8,9.9,12.7,19.0,46.9,37.0,0.0,999.9,0,682,2,1,177,8,64,44,,1,,,9,220,19,73,11,3,91,2,4,54,257,233
2015-04-23,4,2015,04,23,44.5,22.5,1015.5,992.5,10.0,7.9,15.0,55.9,34.0,0.0,999.9,0,731,,1,184,10,59,48,3,,1,,14,234,19,76,12,5,77,4,17,45,298,251
2015-04-24,5,2015,04,24,47.5,24.0,1017.4,994.6,10.0,4.3,14.0,60.1,34.0,0.0,999.9,0,761,1,2,203,8,67,46,,2,2,,9,260,26,80,6,7,105,5,14,42,299,254
2015-04-25,6,2015,04,25,45.9,39.3,1010.2,987.4,8.8,13.1,21.0,60.1,35.1,0.29,999.9,0,695,,,175,4,64,54,,,1,,9,212,26,85,8,7,91,2,10,14,289,251
2015-04-26,7,2015,04,26,47.1,30.3,1014.4,991.3,10.0,10.7,18.1,57.0,39.0,0.34,999.9,0,718,,,225,10,57,30,1,,1,1,9,215,22,90,9,7,76,1,7,21,321,255
2015-04-27,1,2015,04,27,49.1,31.6,1018.9,996.2,10.0,11.9,18.1,57.0,39.0,0.0,999.9,0,721,,,203,8,48,52,,,,,9,243,26,81,5,5,87,,13,50,261,277
2015-04-28,2,2015,04,28,49.1,34.3,1020.1,997.3,10.0,5.4,12.0,60.1,37.9,0.0,999.9,0,719,1,4,197,12,52,44,2,2,1,,15,232,16,82,8,5,85,1,14,39,287,252
2015-04-29,3,2015,04,29,52.3,35.4,1014.4,991.8,10.0,5.2,14.0,64.0,37.9,0.0,999.9,0,766,,3,189,12,66,53,1,,2,,11,257,16,84,12,9,74,,14,50,308,271
2015-04-30,4,2015,04,30,48.0,34.8,1014.5,992.2,10.0,12.1,20.0,64.0,42.1,0.0,999.9,0,666,1,1,156,7,62,48,,2,1,,19,228,15,70,8,2,99,1,9,57,225,239
2015-05-01,5,2015,05,01,52.2,38.0,1020.4,997.7,10.0,5.5,9.9,64.9,39.9,0.0,999.9,0,954,2,2,222,12,65,129,2,,5,,39,284,21,91,7,5,114,1,8,58,308,405
2015-05-02,6,2015,05,02,64.9,38.4,1017.6,995.5,10.0,5.8,12.0,79.0,39.9,0.0,999.9,0,687,1,2,223,1,48,40,,,,,12,221,14,75,6,10,94,5,7,11,288,250
2015-05-03,7,2015,05,03,70.1,42.9,1013.9,992.2,10.0,8.5,20.0,82.0,53.1,0.0,999.9,0,745,2,,262,4,30,22,,,1,,8,230,18,106,7,10,91,5,10,13,305,284
2015-05-04,1,2015,05,04,67.8,55.0,1015.8,994.1,10.0,8.4,14.0,82.0,60.1,0.2,999.9,0,779,,4,241,3,64,49,1,,,,11,232,25,72,11,7,92,3,13,38,302,277
2015-05-05,2,2015,05,05,56.1,48.3,1022.4,1000.0,5.8,7.2,13.0,73.9,52.0,0.78,999.9,0,697,,,173,2,63,49,2,,1,,13,226,20,69,6,7,85,3,13,40,264,256
2015-05-06,3,2015,05,06,60.1,53.5,1021.2,998.8,3.6,5.4,9.9,82.0,51.1,0.01,999.9,1,739,,1,171,11,71,40,1,2,,,20,239,8,90,7,4,76,3,10,40,297,278
2015-05-07,4,2015,05,07,71.2,52.9,1016.3,994.5,9.9,7.8,19.0,87.1,51.1,0.0,999.9,0,826,,1,247,12,84,44,3,1,2,,21,250,25,70,9,1,86,2,21,69,343,262
2015-05-08,5,2015,05,08,73.9,61.8,1013.1,991.7,9.9,7.8,20.0,87.1,57.0,0.0,999.9,0,807,1,1,221,5,63,41,,,,,27,272,16,85,5,4,91,2,14,54,319,287
2015-05-09,6,2015,05,09,60.4,56.3,1016.4,994.4,6.3,7.2,15.9,68.0,51.8,0.59,999.9,0,685,1,,194,7,66,35,1,2,1,,15,209,15,87,8,8,74,4,14,15,275,263
2015-05-10,7,2015,05,10,50.3,46.9,1017.2,994.8,5.7,7.7,9.9,66.9,46.9,0.18,999.9,0,741,,1,205,4,56,30,1,,3,,11,234,16,106,13,1,91,4,11,11,313,279
2015-05-11,1,2015,05,11,59.9,54.5,1012.2,989.3,8.7,9.4,21.0,71.1,46.9,0.05,999.9,0,749,,,209,7,75,49,1,,1,,8,241,13,77,7,2,77,1,9,41,295,287
2015-05-12,2,2015,05,12,54.2,39.5,1016.4,994.0,10.0,15.3,22.0,71.1,50.0,0.14,999.9,0,757,1,3,194,6,75,53,,1,,,15,247,21,73,7,6,92,2,22,49,286,267
2015-05-13,3,2015,05,13,49.6,35.3,1029.5,1006.6,10.0,9.3,14.0,57.9,45.0,0.0,999.9,0,768,,,196,11,72,48,1,,2,,14,263,19,79,7,4,91,2,8,54,310,265
2015-05-14,4,2015,05,14,55.3,40.4,1026.8,1004.0,10.0,8.7,13.0,69.1,45.0,0.0,999.9,0,755,,,182,2,73,41,2,1,1,,9,264,18,76,15,7,93,1,8,51,295,266
2015-05-15,5,2015,05,15,67.6,58.2,1015.2,993.2,9.7,9.8,15.0,79.0,46.0,0.16,999.9,0,822,1,,237,13,80,46,3,,,,24,253,15,76,10,4,103,4,10,55,332,276
2015-05-16,6,2015,05,16,72.9,63.9,1014.8,993.3,10.0,6.0,12.0,82.0,60.1,0.03,999.9,0,882,,1,274,5,52,46,1,,1,,26,270,15,117,9,7,96,5,11,11,403,311
2015-05-17,7,2015,05,17,74.9,66.4,1013.1,991.7,8.3,11.3,20.0,84.0,66.9,0.0,999.9,0,836,,3,263,12,72,29,,,,,11,228,13,128,14,4,81,1,12,21,351,341
2015-05-18,1,2015,05,18,74.6,59.6,1014.1,992.6,10.0,12.9,20.0,84.0,66.9,0.0,999.9,0,758,,3,209,12,62,43,3,1,2,,21,226,14,84,14,5,75,3,11,46,287,290
2015-05-19,2,2015,05,19,51.4,37.4,1021.9,999.5,10.0,10.5,17.1,63.0,48.0,0.0,999.9,0,708,,2,184,3,66,32,,,,,30,230,15,74,9,,98,5,12,41,252,275
2015-05-20,3,2015,05,20,46.2,30.9,1023.8,1000.8,10.0,9.1,14.0,54.0,43.0,0.0,999.9,0,730,1,2,194,6,63,42,,,3,,20,237,19,81,6,4,87,2,10,58,260,277
2015-05-21,4,2015,05,21,54.7,37.9,1019.1,996.5,10.0,7.3,14.0,70.0,43.0,0.02,999.9,0,745,1,,188,8,59,47,3,,1,,33,232,21,73,11,1,100,4,8,51,305,244
2015-05-22,5,2015,05,22,60.5,37.5,1020.5,998.2,10.0,7.5,14.0,70.0,46.9,0.0,999.9,0,824,1,3,207,8,76,43,1,2,1,,18,289,22,82,16,4,94,2,14,44,338,296
2015-05-23,6,2015,05,23,65.7,37.6,1025.2,1003.0,10.0,6.7,11.1,82.9,50.0,0.0,999.9,0,798,1,2,205,8,57,37,3,1,4,,14,268,21,109,11,8,116,2,16,16,342,263
2015-05-24,7,2015,05,24,68.8,51.7,1019.6,997.9,9.7,5.4,8.9,82.9,53.1,0.01,999.9,0,687,1,2,215,6,51,21,,,6,,12,218,20,81,10,4,78,2,5,7,313,250
2015-05-25,1,2015,05,25,74.3,63.4,1011.5,989.9,9.8,12.8,21.0,81.0,62.1,0.43,999.9,0,708,,4,226,8,54,26,1,1,3,,9,214,18,78,11,1,69,,5,14,324,266
2015-05-26,2,2015,05,26,73.3,64.3,1011.1,989.6,9.4,10.9,22.0,81.0,68.0,0.06,999.9,0,770,1,,225,9,67,40,4,,,,14,243,19,81,9,7,89,1,8,36,300,298
2015-05-27,3,2015,05,27,70.9,60.2,1012.5,990.9,9.8,11.7,21.0,77.0,66.9,0.42,999.9,0,738,2,1,193,9,74,35,3,3,,,9,237,23,75,8,4,93,4,19,43,314,233
2015-05-28,4,2015,05,28,72.0,55.7,1020.3,998.5,10.0,5.3,13.0,84.0,60.1,0.06,999.9,0,800,1,3,227,10,55,44,3,1,2,,14,273,21,79,13,8,96,2,25,51,312,270
2015-05-29,5,2015,05,29,75.7,62.5,1015.3,993.9,9.6,8.7,14.0,84.0,60.1,0.0,999.9,0,828,2,,209,6,86,49,2,2,1,,15,304,19,54,10,6,114,3,12,44,349,258
2015-05-30,6,2015,05,30,66.0,60.4,1014.3,992.9,7.7,10.3,21.0,84.0,48.9,0.23,999.9,0,719,1,,191,4,43,37,,1,5,,17,260,15,90,10,3,101,3,13,9,270,280
2015-05-31,7,2015,05,31,48.7,42.8,1021.0,998.0,6.4,15.6,20.0,55.9,44.1,0.77,999.9,0,666,1,,182,8,54,36,,1,4,,8,203,20,82,12,2,82,2,11,14,285,250
2015-06-01,1,2015,06,01,53.5,42.4,1023.3,1000.7,10.0,9.2,14.0,62.1,44.1,0.02,999.9,0,954,,3,213,8,72,129,,1,1,,44,282,19,84,5,1,92,1,16,50,326,415
2015-06-02,2,2015,06,02,58.0,42.8,1021.6,999.1,10.0,4.6,11.1,71.1,45.0,0.0,999.9,0,772,4,2,213,7,65,45,1,,1,1,20,242,21,72,16,6,92,4,11,49,290,290
2015-06-03,3,2015,06,03,65.3,50.1,1017.4,995.4,10.0,6.0,9.9,79.0,45.0,0.0,999.9,0,778,2,2,190,8,70,55,3,2,1,,18,255,21,71,10,7,98,3,17,47,321,256
2015-06-04,4,2015,06,04,71.0,58.0,1015.1,993.4,10.0,7.2,11.1,82.0,55.0,0.0,999.9,0,721,3,,167,13,62,40,1,,1,,11,257,21,75,13,3,71,3,12,37,310,247
2015-06-05,5,2015,06,05,66.8,57.6,1016.9,995.6,9.3,11.0,21.0,82.0,59.0,0.0,999.9,0,786,,,189,5,81,56,1,,2,,16,252,15,91,5,3,98,3,7,46,308,285
2015-06-06,6,2015,06,06,62.4,51.4,1020.0,997.8,9.9,9.6,14.0,73.0,54.0,0.0,999.9,0,758,,1,194,7,75,43,,1,1,,4,255,22,87,16,5,91,4,2,14,324,287
2015-06-07,7,2015,06,07,68.2,59.9,1010.4,988.4,9.3,9.3,15.0,82.9,54.0,0.0,999.9,0,739,,3,220,8,66,26,,,2,,10,223,25,89,3,7,83,,10,14,318,275
2015-06-08,1,2015,06,08,74.9,64.3,1004.7,983.4,9.7,11.3,17.1,86.0,60.1,0.44,999.9,0,682,,2,177,6,65,42,1,,2,,11,231,19,60,10,7,86,2,16,33,270,230
2015-06-09,2,2015,06,09,72.0,57.5,1008.1,986.5,9.7,5.9,12.0,87.1,61.0,0.1,999.9,0,732,3,,179,6,61,44,1,1,,,26,250,28,58,8,6,95,3,9,50,302,238
2015-06-10,3,2015,06,10,81.7,64.6,1005.2,984.1,10.0,11.5,18.1,93.9,61.0,0.08,999.9,0,793,1,1,203,4,66,45,2,1,3,,29,269,20,75,12,6,80,,13,37,328,282
2015-06-11,4,2015,06,11,72.1,60.1,1009.4,987.9,9.7,6.2,11.1,77.0,66.0,0.01,999.9,0,804,,,185,6,125,37,,,1,,14,263,24,69,24,5,99,,7,52,289,319
2015-06-12,5,2015,06,12,65.9,63.2,1009.2,987.1,4.1,6.1,15.9,79.0,59.0,0.28,999.9,0,828,,,217,11,66,50,1,1,3,,14,282,25,83,14,2,115,4,12,38,335,293
2015-06-13,6,2015,06,13,69.7,62.8,1012.9,991.1,6.4,5.8,15.0,87.1,57.2,0.09,999.9,1,813,1,1,236,8,65,33,1,1,2,,22,256,18,101,12,3,118,2,14,16,336,293
2015-06-14,7,2015,06,14,75.9,69.9,1012.0,990.6,8.5,7.2,14.0,88.0,57.9,1.44,999.9,0,795,,2,231,6,48,32,1,2,3,,15,275,19,90,11,7,89,5,6,13,338,307
2015-06-15,1,2015,06,15,76.4,71.8,1012.5,991.0,9.0,6.7,21.0,84.9,70.0,1.54,999.9,1,739,2,,177,7,16,71,1,1,1,,15,283,13,80,2,1,95,3,13,30,270,281
2015-06-16,2,2015,06,16,70.4,60.2,1018.7,995.4,8.6,8.5,15.9,82.9,66.0,1.75,999.9,0,847,1,,235,9,50,43,1,,3,,18,302,21,85,9,10,102,3,14,38,351,289
2015-06-17,3,2015,06,17,63.5,52.5,1017.5,995.3,8.7,4.0,9.9,72.0,57.9,0.0,999.9,0,722,1,,194,8,53,28,1,1,1,,16,263,18,79,11,10,72,2,10,39,291,278
2015-06-18,4,2015,06,18,74.5,67.1,1013.2,991.6,7.1,7.8,22.0,82.0,57.9,0.33,999.9,1,768,,,191,7,47,41,2,1,4,,14,265,19,105,9,6,89,4,9,28,312,284
2015-06-19,5,2015,06,19,63.1,53.5,1017.3,995.2,10.0,10.7,15.9,82.0,57.0,0.48,999.9,0,774,2,3,188,14,66,33,2,1,,,14,297,14,73,13,2,102,,12,39,336,252
2015-06-20,6,2015,06,20,67.4,57.1,1011.5,989.8,10.0,5.9,14.0,82.0,57.0,0.0,999.9,0,766,1,2,232,5,31,41,1,1,2,,12,253,23,97,10,2,115,5,5,9,320,281
2015-06-21,7,2015,06,21,76.8,66.6,1010.6,989.0,9.7,7.8,17.1,87.1,57.0,0.22,999.9,0,783,1,1,317,12,32,21,1,,1,,7,225,8,101,12,6,67,1,12,19,350,297
2015-06-22,1,2015,06,22,78.3,71.4,1011.2,989.9,9.9,8.7,19.0,87.1,70.0,0.0,999.9,0,780,1,,214,4,48,40,2,,,,15,284,17,91,8,5,70,1,8,23,341,303
2015-06-23,2,2015,06,23,77.2,61.9,1013.3,991.5,10.0,9.0,17.1,84.9,70.0,0.04,999.9,0,732,2,4,198,8,67,37,3,,2,,12,249,9,70,11,5,107,1,9,24,313,243
2015-06-24,3,2015,06,24,72.3,57.4,1019.1,997.4,10.0,5.0,9.9,81.0,66.0,0.0,999.9,0,728,,3,181,13,62,34,2,,1,,11,261,24,80,10,6,107,4,3,20,302,260
2015-06-25,4,2015,06,25,73.4,65.2,1014.5,992.9,9.0,6.7,11.1,82.9,66.0,0.0,999.9,0,784,1,1,190,9,95,34,,1,2,,13,270,35,76,5,6,84,3,11,20,323,301
2015-06-26,5,2015,06,26,66.3,61.6,1014.6,992.7,6.8,7.9,12.0,82.9,63.0,0.02,999.9,0,784,,3,199,4,64,57,,,1,,5,277,28,76,7,5,112,3,9,20,289,302
2015-06-27,6,2015,06,27,66.5,54.0,1014.4,992.5,9.7,9.2,14.0,77.0,59.0,0.7,999.9,0,723,1,2,193,6,46,40,1,,3,,11,243,24,88,11,,84,3,16,11,310,270
2015-06-28,7,2015,06,28,70.0,51.7,1012.1,990.4,10.0,5.0,14.0,81.0,57.9,0.0,999.9,0,797,4,,262,12,39,24,1,,1,,12,243,18,107,13,4,69,3,19,22,377,273
2015-06-29,1,2015,06,29,70.6,63.0,1008.6,987.1,9.3,4.4,8.0,81.0,57.9,0.02,999.9,0,752,2,3,193,10,65,47,3,,1,,10,254,19,74,14,5,91,,12,10,355,243
2015-06-30,2,2015,06,30,70.7,62.3,1008.4,986.8,8.5,6.6,15.0,80.1,64.9,0.06,999.9,0,749,,,190,10,76,41,1,1,2,,14,261,20,76,10,9,78,3,8,22,304,287
2015-07-01,3,2015,07,01,62.6,53.7,1013.3,991.6,10.0,7.7,11.1,80.1,59.0,0.0,999.9,0,890,,2,175,10,79,119,3,,1,,26,291,24,83,12,5,99,5,8,23,296,390
2015-07-02,4,2015,07,02,62.8,54.0,1015.1,992.9,9.9,9.3,14.0,70.0,55.4,0.0,999.9,0,757,2,,176,6,75,58,3,,2,,12,237,17,95,12,5,97,1,12,20,325,253
2015-07-03,5,2015,07,03,68.0,54.0,1014.1,992.2,10.0,6.3,11.1,77.0,55.9,0.0,999.9,0,768,1,1,188,13,66,45,3,1,3,,11,279,16,81,7,7,98,2,10,12,347,253
2015-07-04,6,2015,07,04,72.2,56.2,1014.1,992.4,9.9,3.1,8.0,84.0,61.0,0.0,999.9,0,845,,3,242,9,50,24,,1,4,,18,263,15,149,10,4,88,2,17,7,372,324
2015-07-05,7,2015,07,05,76.0,59.6,1016.6,995.1,8.0,3.5,8.9,84.9,62.1,0.0,999.9,0,898,,9,299,10,65,23,1,,7,,10,269,20,108,22,12,70,6,13,8,441,317
2015-07-06,1,2015,07,06,78.4,65.7,1013.7,992.3,9.2,8.5,15.9,88.0,64.9,0.0,999.9,0,757,,2,201,7,56,55,3,1,1,,11,248,21,79,5,4,95,,19,12,308,275
2015-07-07,2,2015,07,07,69.0,57.5,1013.5,991.5,8.3,12.3,21.0,88.0,59.0,0.76,999.9,0,701,,,162,7,63,43,4,,1,,8,252,21,84,9,3,81,2,11,15,283,263
2015-07-08,3,2015,07,08,62.5,50.6,1018.4,996.1,10.0,7.2,11.1,73.9,59.0,0.05,999.9,0,718,1,,150,4,72,45,1,2,2,,12,259,18,81,9,8,93,4,17,23,291,249
2015-07-09,4,2015,07,09,66.3,57.4,1014.2,992.3,5.9,7.2,11.1,73.9,59.0,0.04,999.9,0,672,,1,151,8,65,33,2,1,2,,12,234,16,86,15,11,76,2,13,11,298,219
2015-07-10,5,2015,07,10,71.5,57.0,1018.1,996.4,9.0,4.3,8.0,82.0,61.0,0.0,999.9,0,739,,1,150,7,75,49,3,2,2,,8,279,14,83,5,5,93,1,15,16,333,232
2015-07-11,6,2015,07,11,73.7,57.2,1019.1,997.5,10.0,3.7,8.9,82.0,63.0,0.0,999.9,0,798,3,3,231,14,66,31,1,3,5,,8,255,18,99,11,6,115,5,13,9,347,273
2015-07-12,7,2015,07,12,75.0,65.4,1014.6,993.2,8.5,5.9,9.9,82.9,64.9,0.09,999.9,0,801,,,243,6,68,41,3,1,1,,6,251,16,93,15,4,98,2,8,12,386,269
2015-07-13,1,2015,07,13,78.0,67.6,1007.4,986.1,10.0,9.1,26.0,88.0,69.1,0.06,999.9,0,782,,3,181,12,60,60,,1,1,,5,263,14,103,14,6,101,,9,19,333,275
2015-07-14,2,2015,07,14,78.0,66.1,1002.4,981.0,10.0,9.3,17.1,88.0,70.0,0.66,999.9,0,711,2,,168,11,65,31,,,,,15,264,20,60,14,10,84,2,11,18,307,250
2015-07-15,3,2015,07,15,68.2,52.4,1013.7,992.1,10.0,10.0,15.9,84.0,62.1,0.0,999.9,0,796,1,1,174,8,66,60,1,1,2,,18,285,15,95,10,5,87,3,8,22,355,279
